UNITID,INSTNM,Snippet,Motto
211352,Cabrini University,"
",N/A
211361,California University of Pennsylvania,"California University of Pennsylvania (Cal U) is a public university in California, Pennsylvania. Founded in 1852, it is a member of the Pennsylvania State System of Higher Education (PASSHE). The university offers bachelor's, master's, and doctoral degrees.[1] It is accredited by the Middle States Commission on Higher Education.[2]
",N/A
211431,Carlow University,"Coordinates: 40°26′23″N 79°57′51″W﻿ / ﻿40.43972°N 79.96417°W﻿ / 40.43972; -79.96417
Carlow University is a private, co-educational, Catholic university located in the heart of Pittsburgh’s “Tech, Ed, and Med” district. Founded by the Sisters of Mercy, Carlow’s thirteen athletic teams are known as the Celtics, a reflection of the university’s Irish heritage and roots.[1] In 2017-2018, the student body is 84% women and 16% men.[2]
",N/A
211440,Carnegie Mellon University,"
","""My heart is in the work"" (Andrew Carnegie)"
211468,Cedar Crest College,"Cedar Crest College is a private liberal arts women's college in Allentown, Pennsylvania.[2] At the start of the 2015-2016 academic year, the college had 1,301 undergraduates (628 traditional age, 673 adult) and 203 graduate students.[3] Men may pursue any master's degree, bachelor's degree, certification, and certificate program offered through evening and weekend study and are welcome to study nursing and nuclear medicine by day.[4]
","Religio, Libertas et Scientia (Latin)"
211556,Chatham University,"Coordinates: 40°26′57″N 79°55′33″W﻿ / ﻿40.44917°N 79.92583°W﻿ / 40.44917; -79.92583
Chatham University is an American university that has coeducational academic programs through the doctoral level, with its primary campus located in the Shadyside neighborhood of Pittsburgh, Pennsylvania, United States. Chatham University maintains its Chatham Eastside location at the corner of Shadyside and the East Liberty neighborhood of Pittsburgh.[4] This facility serves the health science and interior architecture programs. In 2013, Chatham opened its Eden Hall Campus, located in the Pittsburgh suburb of Richland Township, to house the Falk School of Sustainability & Environment.[5] The current university student population of 2,110 includes 1,002 undergraduate students and 1,108 graduate students.[6] The University grants certificates and degrees including bachelor, master, first-professional, and doctorate in the School of Arts, Science & Business, the School of Health Sciences, and the Falk School of Sustainability & Environment.
",Filiae Nostrae Sicut Antarii Lapides (Latin)
211583,Chestnut Hill College,"Chestnut Hill College is a Roman Catholic college in the Chestnut Hill section of Philadelphia, Pennsylvania. The college was founded in 1924 as a women's college by the Sisters of St. Joseph. It was originally named Mount Saint Joseph College. In 1980, the college established a coeducational graduate education program and started to admit male students to its undergraduate programs in 2003. As of 2012, a total of 2,318 students were enrolled in Chestnut Hill College's three constituent schools, with fewer than 900 as undergraduates.[1]
","Fides, Caritas, Scientia"
211608,Cheyney University of Pennsylvania,"Cheyney University of Pennsylvania is a public historically black university in Cheyney, Pennsylvania. Founded in 1837, it was the first historically black institute. It is a member of the Pennsylvania State System of Higher Education and the Thurgood Marshall College Fund. The university offers bachelor's and master's degrees.[4] In November 2015, the Middle States Commission on Higher Education placed Cheyney University on probation. Three years later, the commission placed the university on ""show cause"" status which requires the university to show cause by November 21, 2019, for showing compliance with the commission's standards or accreditation will not be renewed.[5]
",N/A
211644,Clarion University of Pennsylvania,"Clarion University of Pennsylvania is a public university in Clarion, Pennsylvania. It is one of fourteen universities who are part of the Pennsylvania State System of Higher Education (PASSHE). The school was founded in 1867 and offers associate, bachelor's, and master's degrees, post master's certificates and a Doctorate degree.[1]
",N/A
211893,Curtis Institute of Music,"The Curtis Institute of Music is a conservatory in Philadelphia that offers courses of study leading to a performance diploma, Bachelor of Music, Master of Music in Opera, or Professional Studies Certificate in Opera. It is among the most selective institutes of higher education in the world with a 4.8% admissions rate.[2]
",N/A
211981,Delaware Valley University,"Delaware Valley University (DelVal) is a private university in Doylestown, Pennsylvania. Founded in 1896, it enrolls approximately 1,800 students on its suburban, 570-acre campus.[1] DelVal offers more than 25 undergraduate majors, six master's programs, a doctoral program, and a variety of adult education courses.
",N/A
212009,Dickinson College,"Dickinson College is a private liberal arts college in Carlisle, Pennsylvania. Founded in 1773 as Carlisle Grammar School, Dickinson was chartered September 9, 1783,[5] six days after the signing of the Treaty of Paris, making it the first college to be founded after the formation of the United States. Dickinson was founded by Benjamin Rush, a signer of the United States Declaration of Independence, and named ""John and Mary's College"" in honor of John Dickinson, a signer of the Constitution who was later the governor of Pennsylvania, and his wife Mary Norris Dickinson. They donated much of their extensive personal libraries to the new college.[6]
",Latin: Pietate et doctrina tuta libertas
212054,Drexel University,"
",Ambition Can't Wait[2]
212106,Duquesne University,"
",Spiritus est qui vivificat (Latin)
212115,East Stroudsburg University of Pennsylvania,"East Stroudsburg University of Pennsylvania (ESU) is a public university in East Stroudsburg, Pennsylvania. It is one of the 14 state universities that compose the Pennsylvania State System of Higher Education (PASSHE).
",N/A
212133,Eastern University,"Eastern University may refer to:
",N/A
212160,Edinboro University of Pennsylvania,"Edinboro University is a public university in Edinboro, Pennsylvania. It is one of 14 schools associated with the Pennsylvania State System of Higher Education. The town is named after Edinburgh in Scotland. Edinboro University is accredited by the Middle States Commission on Higher Education.  It has more than 4,000 enrolled students spread between the main campus and the Porreco College in Erie.
",N/A
